word,count,GPE,date,article_index
Greece_2012-10-30_6516,1,Greece,2012-10-30,6516
Afghanistan_2001-09-23_615,1,Afghanistan,2001-09-23,615
Antonia_2012-10-30_6516,1,Antonia,2012-10-30,6516
Panjwai_2021-09-12_9461,1,Panjwai,2021-09-12,9461
Colorado_2012-10-23_6508,1,Colorado,2012-10-23,6508
Venezuela_2012-10-23_6508,1,Venezuela,2012-10-23,6508
Cuba_2012-10-23_6508,1,Cuba,2012-10-23,6508
Panama_2012-10-23_6508,1,Panama,2012-10-23,6508
Vietnam_2012-10-23_6508,1,Vietnam,2012-10-23,6508
Jakarta_2012-10-23_6508,1,Jakarta,2012-10-23,6508
Sudan_1999-02-06_30,1,Sudan,1999-02-06,30
Burma_2012-10-23_6508,1,Burma,2012-10-23,6508
Libya_2012-10-23_6509,1,Libya,2012-10-23,6509
Lebanon_2012-10-23_6509,1,Lebanon,2012-10-23,6509
Somalia_2012-10-23_6509,1,Somalia,2012-10-23,6509
Mogadishu_2012-10-23_6509,1,Mogadishu,2012-10-23,6509
Kabul_2021-09-12_9461,1,Kabul,2021-09-12,9461
Japan_2012-10-23_6509,1,Japan,2012-10-23,6509
South_2012-10-23_6509,1,South,2012-10-23,6509
Korea_2012-10-23_6509,1,Korea,2012-10-23,6509
Pakistan_2012-10-23_6509,1,Pakistan,2012-10-23,6509
Nevada_2012-10-23_6508,1,Nevada,2012-10-23,6508
Mexico_2012-10-23_6508,1,Mexico,2012-10-23,6508
UK_2012-10-23_6509,1,UK,2012-10-23,6509
Paris_2012-10-23_6508,1,Paris,2012-10-23,6508
York_2021-09-12_9462,1,York,2021-09-12,9462
Detroit_2001-09-23_616,1,Detroit,2001-09-23,616
Mali_2012-10-23_6508,1,Mali,2012-10-23,6508
Chicago_2001-09-23_616,1,Chicago,2001-09-23,616
New_2021-09-12_9462,1,New,2021-09-12,9462
Jordan_2001-09-23_616,1,Jordan,2001-09-23,616
Tanzania_1999-02-06_30,1,Tanzania,1999-02-06,30
boggle_2021-09-12_9462,1,boggle,2021-09-12,9462
London_1999-02-06_30,1,London,1999-02-06,30
Washington_2012-10-23_6508,1,Washington,2012-10-23,6508
DC_2012-10-23_6508,1,DC,2012-10-23,6508
Germany_2012-10-23_6508,1,Germany,2012-10-23,6508
Australia_2021-09-12_9461,1,Australia,2021-09-12,9461
UK_2012-10-23_6508,1,UK,2012-10-23,6508
Syria_2001-09-23_616,1,Syria,2001-09-23,616
Poland_2012-10-23_6508,1,Poland,2012-10-23,6508
Brussels_2012-10-23_6508,1,Brussels,2012-10-23,6508
China_2021-09-12_9460,1,China,2021-09-12,9460
London_2012-10-23_6509,1,London,2012-10-23,6509
DC_2021-09-11_9458,1,DC,2021-09-11,9458
Shanksville_2021-09-12_9459,1,Shanksville,2021-09-12,9459
Northern_2012-10-25_6514,1,Northern,2012-10-25,6514
Ireland_2012-10-25_6514,1,Ireland,2012-10-25,6514
Birmingham_2001-09-23_616,1,Birmingham,2001-09-23,616
Pennsylvania_2021-09-12_9459,1,Pennsylvania,2021-09-12,9459
Bidens_2021-09-11_9458,1,Bidens,2021-09-11,9458
Florida_2021-09-11_9458,1,Florida,2021-09-11,9458
Kabul_2021-09-11_9458,1,Kabul,2021-09-11,9458
Kenya_1999-02-06_31,1,Kenya,1999-02-06,31
London_2001-09-23_616,1,London,2001-09-23,616
Tanzania_1999-02-06_31,1,Tanzania,1999-02-06,31
Britain_2012-10-29_6515,1,Britain,2012-10-29,6515
London_1999-02-06_31,1,London,1999-02-06,31
Hague_2012-10-29_6515,1,Hague,2012-10-29,6515
Manhattan_2021-09-11_9458,1,Manhattan,2021-09-11,9458
Turkey_2012-10-30_6516,1,Turkey,2012-10-30,6516
Italy_2012-10-30_6516,1,Italy,2012-10-30,6516
Maroussia_2012-10-30_6516,1,Maroussia,2012-10-30,6516
County_2012-10-25_6514,1,County,2012-10-25,6514
Comber_2012-10-25_6514,1,Comber,2012-10-25,6514
Boston_2001-09-23_616,1,Boston,2001-09-23,616
Karzai_2012-10-25_6513,1,Karzai,2012-10-25,6513
UK_2012-10-23_6510,1,UK,2012-10-23,6510
Satam_2001-09-23_616,1,Satam,2001-09-23,616
Kandahar_2021-09-12_9460,1,Kandahar,2021-09-12,9460
Kandahar_1999-02-06_31,1,Kandahar,1999-02-06,31
Britain_2012-10-24_6512,1,Britain,2012-10-24,6512
Chechnya_2001-09-23_616,1,Chechnya,2001-09-23,616
Pakistan_2012-10-24_6512,1,Pakistan,2012-10-24,6512
UK_2021-09-12_9460,1,UK,2021-09-12,9460
Kabul_2012-10-24_6512,1,Kabul,2012-10-24,6512
Iraq_2001-09-23_616,1,Iraq,2001-09-23,616
Baghdad_1999-02-06_31,1,Baghdad,1999-02-06,31
Australia_2012-10-24_6512,1,Australia,2012-10-24,6512
Pakistan_2012-10-25_6513,1,Pakistan,2012-10-25,6513
States_2001-09-23_616,1,States,2001-09-23,616
United_2001-09-23_616,1,United,2001-09-23,616
Kandahar_2012-10-25_6513,1,Kandahar,2012-10-25,6513
Pakistan_2021-09-12_9459,1,Pakistan,2021-09-12,9459
North_2001-09-23_612,1,North,2001-09-23,612
PA_2021-09-10_9452,1,PA,2021-09-10,9452
Kandahar_2021-09-10_9445,1,Kandahar,2021-09-10,9445
Lanka_2012-11-21_6543,1,Lanka,2012-11-21,6543
Sudan_2001-09-23_610,1,Sudan,2001-09-23,610
Yemen_2001-09-23_610,1,Yemen,2001-09-23,610
Bombay_2012-11-21_6543,1,Bombay,2012-11-21,6543
Singapore_2012-11-21_6543,1,Singapore,2012-11-21,6543
Egypt_2012-11-21_6543,1,Egypt,2012-11-21,6543
Japan_2012-11-21_6543,1,Japan,2012-11-21,6543
China_2012-11-21_6543,1,China,2012-11-21,6543
Sri_2012-11-21_6543,1,Sri,2012-11-21,6543
Qatar_2021-09-10_9447,1,Qatar,2021-09-10,9447
India_2001-09-23_612,1,India,2001-09-23,612
Carolina_2001-09-23_610,1,Carolina,2001-09-23,610
Ashura_2012-11-22_6544,1,Ashura,2012-11-22,6544
Targeting_2012-11-22_6544,1,Targeting,2012-11-22,6544
Britain_1999-02-06_32,1,Britain,1999-02-06,32
UK_2012-11-22_6545,1,UK,2012-11-22,6545
London_2012-11-22_6545,1,London,2012-11-22,6545
Bradford_2012-11-22_6545,1,Bradford,2012-11-22,6545
Britain_2021-09-10_9447,1,Britain,2021-09-10,9447
Washington_2021-09-10_9448,1,Washington,2021-09-10,9448
United_2021-09-10_9448,1,United,2021-09-10,9448
States_2021-09-10_9448,1,States,2021-09-10,9448
Kabul_2012-11-21_6542,1,Kabul,2012-11-21,6542
Washington_2012-11-19_6539,1,Washington,2012-11-19,6539
Pakistan_2012-11-19_6539,1,Pakistan,2012-11-19,6539
Iran_2012-11-19_6539,1,Iran,2012-11-19,6539
Ankara_1999-02-06_32,1,Ankara,1999-02-06,32
Karzai_2012-11-19_6539,1,Karzai,2012-11-19,6539
America_2012-11-19_6539,1,America,2012-11-19,6539
Kuwait_2001-09-23_610,1,Kuwait,2001-09-23,610
Kabul_2012-11-20_6540,1,Kabul,2012-11-20,6540
Helmand_2012-11-20_6540,1,Helmand,2012-11-20,6540
Canada_1999-02-06_32,1,Canada,1999-02-06,32
Kabul_2012-11-20_6541,1,Kabul,2012-11-20,6541
Kabul_2021-09-10_9448,1,Kabul,2021-09-10,9448
Prince_2012-11-20_6541,1,Prince,2012-11-20,6541
Harry_2012-11-20_6541,1,Harry,2012-11-20,6541
United_2012-11-20_6541,1,United,2012-11-20,6541
States_2012-11-20_6541,1,States,2012-11-20,6541
America_2012-11-20_6541,1,America,2012-11-20,6541
Great_2021-09-10_9447,1,Great,2021-09-10,9447
UK_2021-09-10_9446,1,UK,2021-09-10,9446
South_2001-09-23_610,1,South,2001-09-23,610
Karzai_2012-12-01_6551,1,Karzai,2012-12-01,6551
China_2012-12-03_6552,1,China,2012-12-03,6552
Arabia_2001-09-23_608,1,Arabia,2001-09-23,608
Italy_2012-12-03_6552,1,Italy,2012-12-03,6552
Saudi_2001-09-23_608,1,Saudi,2001-09-23,608
England_2012-12-03_6552,1,England,2012-12-03,6552
South_2012-12-03_6552,1,South,2012-12-03,6552
Africa_2012-12-03_6552,1,Africa,2012-12-03,6552
Paris_2012-12-03_6552,1,Paris,2012-12-03,6552
Nigeria_2012-12-03_6552,1,Nigeria,2012-12-03,6552
Lagos_2012-12-03_6552,1,Lagos,2012-12-03,6552
Beijing_2012-12-03_6552,1,Beijing,2012-12-03,6552
rove_2012-12-03_6552,1,rove,2012-12-03,6552
province_2021-09-10_9445,1,province,2021-09-10,9445
Blair_2001-09-23_608,1,Blair,2001-09-23,608
Balkh_2021-09-10_9445,1,Balkh,2021-09-10,9445
Britain_2012-12-04_6553,1,Britain,2012-12-04,6553
Helmand_2012-12-04_6553,1,Helmand,2012-12-04,6553
France_2012-12-03_6552,1,France,2012-12-03,6552
Pakistan_2001-09-23_608,1,Pakistan,2001-09-23,608
Islamabad_2012-11-26_6547,1,Islamabad,2012-11-26,6547
Turkey_2001-09-23_608,1,Turkey,2001-09-23,608
Baluchistan_2012-11-26_6547,1,Baluchistan,2012-11-26,6547
province_2012-11-26_6547,1,province,2012-11-26,6547
Riyadh_2001-09-23_610,1,Riyadh,2001-09-23,610
Washington_2012-11-27_6548,1,Washington,2012-11-27,6548
Helmand_2012-11-27_6548,1,Helmand,2012-11-27,6548
Kabul_2001-09-23_609,1,Kabul,2001-09-23,609
California_2021-09-10_9446,1,California,2021-09-10,9446
West_2012-11-29_6549,1,West,2012-11-29,6549
Texas_2021-09-10_9446,1,Texas,2021-09-10,9446
Mehri_2021-09-10_9445,1,Mehri,2021-09-10,9445
Respect_2012-11-29_6549,1,Respect,2012-11-29,6549
London_2012-11-29_6549,1,London,2012-11-29,6549
Afghanistan_2012-11-29_6549,1,Afghanistan,2012-11-29,6549
Labour_2012-11-29_6549,1,Labour,2012-11-29,6549
Pakistan_2001-09-23_609,1,Pakistan,2001-09-23,609
Pakistan_2021-09-10_9445,1,Pakistan,2021-09-10,9445
Moscow_2001-09-23_609,1,Moscow,2001-09-23,609
Seattle_2012-11-19_6539,1,Seattle,2012-11-19,6539
Iraq_2012-11-19_6539,1,Iraq,2012-11-19,6539
Pakistan_2021-09-10_9449,1,Pakistan,2021-09-10,9449
States_2012-11-07_6528,1,States,2012-11-07,6528
Karachi_2001-09-23_612,1,Karachi,2001-09-23,612
UK_2012-11-11_6529,1,UK,2012-11-11,6529
New_2012-11-11_6529,1,New,2012-11-11,6529
York_2012-11-11_6529,1,York,2012-11-11,6529
London_2012-11-11_6529,1,London,2012-11-11,6529
Kimberley_2012-11-11_6529,1,Kimberley,2012-11-11,6529
Oman_2021-09-10_9452,1,Oman,2021-09-10,9452
Yugoslavia_2012-11-11_6529,1,Yugoslavia,2012-11-11,6529
UK_2021-09-10_9451,1,UK,2021-09-10,9451
Iraq_2021-09-10_9451,1,Iraq,2021-09-10,9451
Chile_2012-11-12_6530,1,Chile,2012-11-12,6530
Puri_2012-11-12_6530,1,Puri,2012-11-12,6530
Naples_2001-09-23_611,1,Naples,2001-09-23,611
Scotland_2012-11-12_6531,1,Scotland,2012-11-12,6531
America_2021-09-10_9451,1,America,2021-09-10,9451
Helmand_2012-11-12_6531,1,Helmand,2012-11-12,6531
Paris_2021-09-10_9451,1,Paris,2021-09-10,9451
America_2012-11-07_6528,1,America,2012-11-07,6528
United_2012-11-07_6528,1,United,2012-11-07,6528
Britain_2012-11-12_6532,1,Britain,2012-11-12,6532
Karzai_2012-11-07_6528,1,Karzai,2012-11-07,6528
China_2021-09-10_9452,1,China,2021-09-10,9452
Qatar_2021-09-10_9452,1,Qatar,2021-09-10,9452
West_2012-11-07_6527,1,West,2012-11-07,6527
Bengal_2012-11-07_6527,1,Bengal,2012-11-07,6527
Delhi_2012-11-07_6527,1,Delhi,2012-11-07,6527
Canada_2021-09-10_9452,1,Canada,2021-09-10,9452
Argentina_2012-11-07_6527,1,Argentina,2012-11-07,6527
Florida_2012-11-07_6527,1,Florida,2012-11-07,6527
California_2012-11-07_6527,1,California,2012-11-07,6527
Pennsylvania_2012-11-07_6527,1,Pennsylvania,2012-11-07,6527
Kabul_2021-09-10_9452,1,Kabul,2021-09-10,9452
Colorado_2012-11-07_6527,1,Colorado,2012-11-07,6527
El_2012-11-07_6527,1,El,2012-11-07,6527
Comercio_2012-11-07_6527,1,Comercio,2012-11-07,6527
Ecuador_2012-11-07_6527,1,Ecuador,2012-11-07,6527
Jalalabad_2001-09-23_612,1,Jalalabad,2001-09-23,612
Kandahar_2012-11-07_6528,1,Kandahar,2012-11-07,6528
Badghis_2012-11-12_6531,1,Badghis,2012-11-12,6531
Vienna_2021-09-10_9451,1,Vienna,2021-09-10,9451
Afghanistan_2001-09-23_610,1,Afghanistan,2001-09-23,610
New_2012-11-13_6536,1,New,2012-11-13,6536
Islamabad_1999-02-06_32,1,Islamabad,1999-02-06,32
York_2021-09-10_9450,1,York,2021-09-10,9450
New_2021-09-10_9450,1,New,2021-09-10,9450
Britain_2021-09-10_9449,1,Britain,2021-09-10,9449
Hussain_2012-11-13_6536,1,Hussain,2012-11-13,6536
Bradford_2012-11-13_6536,1,Bradford,2012-11-13,6536
Russia_2021-09-10_9449,1,Russia,2021-09-10,9449
Washington_2021-09-10_9449,1,Washington,2021-09-10,9449
Iran_2012-11-15_6537,1,Iran,2012-11-15,6537
Jaabari_2012-11-15_6537,1,Jaabari,2012-11-15,6537
UK_2012-11-15_6537,1,UK,2012-11-15,6537
United_2012-11-15_6537,1,United,2012-11-15,6537
States_2012-11-15_6537,1,States,2012-11-15,6537
Greece_2012-11-16_6538,1,Greece,2012-11-16,6538
Spain_2012-11-16_6538,1,Spain,2012-11-16,6538
Kabul_1999-02-06_32,1,Kabul,1999-02-06,32
Paris_2012-11-16_6538,1,Paris,2012-11-16,6538
York_2012-11-13_6536,1,York,2012-11-13,6536
Kandahar_2021-09-10_9450,1,Kandahar,2021-09-10,9450
Pakistan_2001-09-23_611,1,Pakistan,2001-09-23,611
Delhi_2012-11-13_6535,1,Delhi,2012-11-13,6535
Islamabad_2012-11-13_6533,1,Islamabad,2012-11-13,6533
Madrid_2021-09-10_9451,1,Madrid,2021-09-10,9451
Kabul_2021-09-10_9451,1,Kabul,2021-09-10,9451
Afghanistan_2012-11-13_6533,1,Afghanistan,2012-11-13,6533
Israel_2012-11-13_6533,1,Israel,2012-11-13,6533
China_2012-11-13_6533,1,China,2012-11-13,6533
Turkey_2012-11-13_6533,1,Turkey,2012-11-13,6533
Karachi_2012-11-13_6533,1,Karachi,2012-11-13,6533
Kabul_2021-09-10_9450,1,Kabul,2021-09-10,9450
Bagram_2021-09-10_9450,1,Bagram,2021-09-10,9450
Rome_2001-09-23_611,1,Rome,2001-09-23,611
States_2021-09-10_9450,1,States,2021-09-10,9450
United_2021-09-10_9450,1,United,2021-09-10,9450
Baghdad_2012-11-13_6534,1,Baghdad,2012-11-13,6534
Kabul_2012-11-13_6534,1,Kabul,2012-11-13,6534
United_2012-11-13_6534,1,United,2012-11-13,6534
States_2012-11-13_6534,1,States,2012-11-13,6534
Shamsi_2013-01-10_6607,1,Shamsi,2013-01-10,6607
California_2013-01-10_6607,1,California,2013-01-10,6607
London_2013-01-10_6607,1,London,2013-01-10,6607
Logar_2013-02-24_6661,1,Logar,2013-02-24,6661
New_2013-02-21_6660,1,New,2013-02-21,6660
York_2013-02-21_6660,1,York,2013-02-21,6660
ATT_2013-02-21_6660,1,ATT,2013-02-21,6660
France_2001-09-22_595,1,France,2001-09-22,595
Germany_2001-09-22_595,1,Germany,2001-09-22,595
Pakistan_2013-02-24_6661,1,Pakistan,2013-02-24,6661
Nangarhar_2013-02-24_6661,1,Nangarhar,2013-02-24,6661
Jalalabad_2013-02-24_6661,1,Jalalabad,2013-02-24,6661
Russia_1999-03-01_39,1,Russia,1999-03-01,39
Rome_2001-09-22_594,1,Rome,2001-09-22,594
province_2021-09-06_9408,1,province,2021-09-06,9408
City_2013-02-24_6662,1,City,2013-02-24,6662
Panjshir_2021-09-06_9408,1,Panjshir,2021-09-06,9408
Work_2013-02-24_6662,1,Work,2013-02-24,6662
ITV_2021-09-06_9407,1,ITV,2021-09-06,9407
Ghor_2013-02-24_6662,1,Ghor,2013-02-24,6662
Kabul_2021-09-06_9407,1,Kabul,2021-09-06,9407
UK_2021-09-06_9407,1,UK,2021-09-06,9407
Sweden_2001-09-22_595,1,Sweden,2001-09-22,595
Qatar_2021-09-06_9408,1,Qatar,2021-09-06,9408
Maryland_2001-09-22_596,1,Maryland,2001-09-22,596
Afghanistan_2013-02-21_6659,1,Afghanistan,2013-02-21,6659
Helmand_2013-02-17_6656,1,Helmand,2013-02-17,6656
Vietnam_2013-02-17_6656,1,Vietnam,2013-02-17,6656
Dresden_2013-02-17_6656,1,Dresden,2013-02-17,6656
Kabul_2013-02-19_6657,1,Kabul,2013-02-19,6657
Washington_2013-02-20_6658,1,Washington,2013-02-20,6658
Turkey_2001-09-22_596,1,Turkey,2001-09-22,596
Tokyo_2001-09-22_596,1,Tokyo,2001-09-22,596
Japan_2001-09-22_596,1,Japan,2001-09-22,596
Qatar_2021-09-06_9409,1,Qatar,2021-09-06,9409
Soviet_2013-02-20_6658,1,Soviet,2013-02-20,6658
Union_2013-02-20_6658,1,Union,2013-02-20,6658
China_2013-02-20_6658,1,China,2013-02-20,6658
Beijing_2013-02-20_6658,1,Beijing,2013-02-20,6658
Doha_2021-09-06_9408,1,Doha,2021-09-06,9408
Ramstein_2021-09-06_9408,1,Ramstein,2021-09-06,9408
Blinken_2021-09-06_9408,1,Blinken,2021-09-06,9408
India_2013-02-21_6659,1,India,2013-02-21,6659
United_1999-03-01_40,1,United,1999-03-01,40
Nili_2013-02-24_6662,1,Nili,2013-02-24,6662
UK_2021-09-06_9406,1,UK,2021-09-06,9406
Altaf_2013-02-28_6664,1,Altaf,2013-02-28,6664
Qadri_2013-02-28_6664,1,Qadri,2013-02-28,6664
Malik_2013-02-28_6664,1,Malik,2013-02-28,6664
London_2021-09-06_9404,1,London,2021-09-06,9404
Iran_1999-03-01_40,1,Iran,1999-03-01,40
Hizbe_1999-03-01_40,1,Hizbe,1999-03-01,40
Spain_2001-09-22_594,1,Spain,2001-09-22,594
Italy_2001-09-22_594,1,Italy,2001-09-22,594
Britain_2013-03-03_6665,1,Britain,2013-03-03,6665
Saudi_1999-03-01_40,1,Saudi,1999-03-01,40
Sheria_2013-03-03_6665,1,Sheria,2013-03-03,6665
Kikuyu_2013-03-03_6665,1,Kikuyu,2013-03-03,6665
Germany_2001-09-22_594,1,Germany,2001-09-22,594
Vienna_2013-03-04_6666,1,Vienna,2013-03-04,6666
London_2021-09-06_9403,1,London,2021-09-06,9403
WSL_2021-09-06_9403,1,WSL,2021-09-06,9403
Canada_2013-03-05_6667,1,Canada,2013-03-05,6667
Iran_2001-09-22_594,1,Iran,2001-09-22,594
Iraq_1999-03-01_40,1,Iraq,1999-03-01,40
UK_2013-02-28_6664,1,UK,2013-02-28,6664
Iran_2013-02-24_6662,1,Iran,2013-02-24,6662
UK_2021-09-06_9405,1,UK,2021-09-06,9405
Iraq_2013-02-26_6663,1,Iraq,2013-02-26,6663
Afghanistan_2001-09-22_595,1,Afghanistan,2001-09-22,595
Germany_2021-09-06_9406,1,Germany,2021-09-06,9406
United_2013-02-26_6663,1,United,2013-02-26,6663
States_2013-02-26_6663,1,States,2013-02-26,6663
Kandahar_2013-02-26_6663,1,Kandahar,2013-02-26,6663
Pakistan_2021-09-06_9406,1,Pakistan,2021-09-06,9406
Paktia_2013-02-26_6663,1,Paktia,2013-02-26,6663
Britain_2021-09-06_9406,1,Britain,2021-09-06,9406
States_1999-03-01_40,1,States,1999-03-01,40
Province_2013-02-26_6663,1,Province,2013-02-26,6663
Iraq_2021-09-06_9406,1,Iraq,2021-09-06,9406
Afghanistan_2021-09-06_9405,1,Afghanistan,2021-09-06,9405
London_2021-09-06_9405,1,London,2021-09-06,9405
Geneva_2001-09-22_594,1,Geneva,2001-09-22,594
India_2013-02-28_6664,1,India,2013-02-28,6664
Chaudhry_2013-02-28_6664,1,Chaudhry,2013-02-28,6664
United_2001-09-22_596,1,United,2001-09-22,596
States_2001-09-22_596,1,States,2001-09-22,596
UK_2013-02-17_6656,1,UK,2013-02-17,6656
United_2013-02-07_6646,1,United,2013-02-07,6646
States_2013-02-07_6646,1,States,2013-02-07,6646
New_2021-09-07_9412,1,New,2021-09-07,9412
Pakistan_2013-02-07_6647,1,Pakistan,2013-02-07,6647
Kabul_2013-02-07_6647,1,Kabul,2013-02-07,6647
Berkeley_2001-09-22_597,1,Berkeley,2001-09-22,597
UK_2013-02-07_6647,1,UK,2013-02-07,6647
Hollywood_2021-09-07_9412,1,Hollywood,2021-09-07,9412
Prince_2013-02-07_6647,1,Prince,2013-02-07,6647
Charles_2013-02-07_6647,1,Charles,2013-02-07,6647
Vietnam_2001-09-22_597,1,Vietnam,2001-09-22,597
Afghanistan_2001-09-22_597,1,Afghanistan,2001-09-22,597
America_2013-02-08_6648,1,America,2013-02-08,6648
Netherlands_2021-09-07_9411,1,Netherlands,2021-09-07,9411
Mali_2013-02-08_6648,1,Mali,2013-02-08,6648
Spain_2021-09-07_9411,1,Spain,2021-09-07,9411
Afghanistan_2021-09-07_9411,1,Afghanistan,2021-09-07,9411
Washington_2013-02-10_6649,1,Washington,2013-02-10,6649
York_2021-09-07_9412,1,York,2021-09-07,9412
Vietnam_2013-02-07_6646,1,Vietnam,2013-02-07,6646
Brazil_2021-09-06_9410,1,Brazil,2021-09-06,9410
Saharan_2021-09-07_9412,1,Saharan,2021-09-07,9412
Hizbe_1999-03-01_39,1,Hizbe,1999-03-01,39
Saudi_1999-03-01_39,1,Saudi,1999-03-01,39
Bucchianico_2021-09-07_9412,1,Bucchianico,2021-09-07,9412
South_2013-02-05_6644,1,South,2013-02-05,6644
Korea_2013-02-05_6644,1,Korea,2013-02-05,6644
Holland_2013-02-05_6644,1,Holland,2013-02-05,6644
Denmark_2013-02-05_6644,1,Denmark,2013-02-05,6644
IrwinOldenburg_2013-02-05_6644,1,IrwinOldenburg,2013-02-05,6644
Panama_2021-09-07_9412,1,Panama,2021-09-07,9412
Germany_2013-02-05_6644,1,Germany,2013-02-05,6644
Africa_2021-09-07_9412,1,Africa,2021-09-07,9412
Spain_2013-02-05_6644,1,Spain,2013-02-05,6644
Colorado_2013-02-05_6644,1,Colorado,2013-02-05,6644
Poland_2013-02-05_6644,1,Poland,2013-02-05,6644
York_2001-09-22_598,1,York,2001-09-22,598
New_2001-09-22_598,1,New,2001-09-22,598
Paris_2013-02-07_6645,1,Paris,2013-02-07,6645
Iraq_2013-02-10_6649,1,Iraq,2013-02-10,6649
Gaza_2001-09-22_597,1,Gaza,2001-09-22,597
UK_2013-02-14_6655,1,UK,2013-02-14,6655
Afghanistan_2021-09-06_9410,1,Afghanistan,2021-09-06,9410
Arabia_1999-03-01_39,1,Arabia,1999-03-01,39
Pakistan_2013-02-13_6653,1,Pakistan,2013-02-13,6653
Covid_2021-09-06_9410,1,Covid,2021-09-06,9410
west_2013-02-13_6653,1,west,2013-02-13,6653
Africa_2013-02-13_6653,1,Africa,2013-02-13,6653
Bosnia_2013-02-13_6653,1,Bosnia,2013-02-13,6653
New_2021-09-06_9410,1,New,2021-09-06,9410
Rwanda_2013-02-13_6653,1,Rwanda,2013-02-13,6653
UK_2021-09-06_9409,1,UK,2021-09-06,9409
Manila_2001-09-22_596,1,Manila,2001-09-22,596
Pakistan_2021-09-06_9409,1,Pakistan,2021-09-06,9409
South_2013-02-14_6654,1,South,2013-02-14,6654
Africa_2013-02-14_6654,1,Africa,2013-02-14,6654
UK_2013-02-14_6654,1,UK,2013-02-14,6654
Battle_2013-02-14_6655,1,Battle,2013-02-14,6655
Britain_2013-02-14_6655,1,Britain,2013-02-14,6655
boson_2013-02-14_6655,1,boson,2013-02-14,6655
Algeria_2013-02-13_6653,1,Algeria,2013-02-13,6653
Washington_2001-09-22_596,1,Washington,2001-09-22,596
UK_2013-02-10_6649,1,UK,2013-02-10,6649
Kuwait_2001-09-22_596,1,Kuwait,2001-09-22,596
Iran_2013-02-10_6649,1,Iran,2013-02-10,6649
New_2013-02-11_6650,1,New,2013-02-11,6650
York_2013-02-11_6650,1,York,2013-02-11,6650
Cairo_2001-09-22_597,1,Cairo,2001-09-22,597
Minnesota_2001-09-22_597,1,Minnesota,2001-09-22,597
Australia_2021-09-06_9410,1,Australia,2021-09-06,9410
California_2001-09-22_597,1,California,2001-09-22,597
UK_2021-09-06_9410,1,UK,2021-09-06,9410
Ireland_2021-09-06_9410,1,Ireland,2021-09-06,9410
Northern_2021-09-06_9410,1,Northern,2021-09-06,9410
Yemen_2013-02-12_6651,1,Yemen,2013-02-12,6651
Mali_2013-02-12_6651,1,Mali,2013-02-12,6651
Texas_2021-09-06_9410,1,Texas,2021-09-06,9410
America_2013-02-12_6651,1,America,2013-02-12,6651
Conrad_2013-02-12_6651,1,Conrad,2013-02-12,6651
Pakistan_2001-09-22_596,1,Pakistan,2001-09-22,596
Kabul_2013-02-13_6652,1,Kabul,2013-02-13,6652
Washington_2001-09-22_594,1,Washington,2001-09-22,594
China_2021-09-06_9403,1,China,2021-09-06,9403
Washington_2013-01-10_6607,1,Washington,2013-01-10,6607
Birmingham_2013-03-21_6680,1,Birmingham,2013-03-21,6680
Afghanistan_2001-09-22_590,1,Afghanistan,2001-09-22,590
Malala_2013-03-20_6679,1,Malala,2013-03-20,6679
Britain_2013-03-20_6679,1,Britain,2013-03-20,6679
Hizbe_1999-03-01_41,1,Hizbe,1999-03-01,41
Srinagar_2001-09-22_589,1,Srinagar,2001-09-22,589
Hazara_2021-09-05_9399,1,Hazara,2021-09-05,9399
London_2013-03-21_6680,1,London,2013-03-21,6680
UK_2013-03-21_6680,1,UK,2013-03-21,6680
Syria_2013-03-21_6680,1,Syria,2013-03-21,6680
Ireland_2013-03-05_6667,1,Ireland,2013-03-05,6667
Sydney_2021-09-05_9399,1,Sydney,2021-09-05,9399
Saudi_1999-03-01_41,1,Saudi,1999-03-01,41
Washington_2001-09-22_589,1,Washington,2001-09-22,589
Uzbek_2001-09-22_588,1,Uzbek,2001-09-22,588
Arabia_1999-03-01_41,1,Arabia,1999-03-01,41
Washington_2013-03-25_6681,1,Washington,2013-03-25,6681
Kabul_2013-03-25_6682,1,Kabul,2013-03-25,6682
Bagram_2001-09-22_588,1,Bagram,2001-09-22,588
post-9/11_2013-03-19_6678,1,post-9/11,2013-03-19,6678
London_2013-03-19_6678,1,London,2013-03-19,6678
Pakistan_2013-03-19_6678,1,Pakistan,2013-03-19,6678
California_2013-03-19_6678,1,California,2013-03-19,6678
South_2021-09-05_9400,1,South,2021-09-05,9400
Pakistan_2001-09-22_590,1,Pakistan,2001-09-22,590
Washington_2013-03-15_6676,1,Washington,2013-03-15,6676
Belgrade_2021-09-05_9400,1,Belgrade,2021-09-05,9400
Serbia_2021-09-05_9400,1,Serbia,2021-09-05,9400
United_2013-03-15_6676,1,United,2013-03-15,6676
Montenegro_2021-09-05_9400,1,Montenegro,2021-09-05,9400
States_2013-03-15_6676,1,States,2013-03-15,6676
Britain_2013-03-17_6677,1,Britain,2013-03-17,6677
Queensland_2021-09-05_9400,1,Queensland,2021-09-05,9400
London_2013-03-17_6677,1,London,2013-03-17,6677
Colombia_2013-03-17_6677,1,Colombia,2013-03-17,6677
Belfast_2013-03-17_6677,1,Belfast,2013-03-17,6677
Pennsylvania_2013-03-19_6678,1,Pennsylvania,2013-03-19,6678
Iran_1999-03-01_41,1,Iran,1999-03-01,41
Arizona_2013-03-19_6678,1,Arizona,2013-03-19,6678
