headline,url,date
What Connects Kabul to Los Angeles?,https://www.nytimes.com/1996/10/03/opinion/l-what-connects-kabul-to-los-angeles-610020.html,1996-10-03
"Walled In, Shrouded and Angry in Afghanistan",https://www.nytimes.com/1996/10/04/world/walled-in-shrouded-and-angry-in-afghanistan.html,1996-10-04
NEWS SUMMARY,https://www.nytimes.com/1996/10/04/nyregion/news-summary-645362.html,1996-10-04
Ayatollah California,https://www.nytimes.com/1996/10/04/opinion/l-ayatollah-california-636711.html,1996-10-04
Afghanistan Reels Back Into View,https://www.nytimes.com/1996/10/06/weekinreview/afghanistan-reels-back-into-view.html,1996-10-06
Afghanistan's Professional Class Flees Rule by Ultra-Strict Clerics,https://www.nytimes.com/1996/10/07/world/afghanistan-s-professional-class-flees-rule-by-ultra-strict-clerics.html,1996-10-07
NEWS SUMMARY,https://www.nytimes.com/1996/10/07/nyregion/news-summary-691763.html,1996-10-07
U.S. Should Protest Afghan Women's Plight,https://www.nytimes.com/1996/10/07/opinion/l-us-should-protest-afghan-women-s-plight-654035.html,1996-10-07
Afghan Driven From Kabul Makes Stand in North,https://www.nytimes.com/1996/10/08/world/afghan-driven-from-kabul-makes-stand-in-north.html,1996-10-08
A New Regime in Afghanistan,https://www.nytimes.com/1996/10/08/opinion/a-new-regime-in-afghanistan.html,1996-10-08
Afghans Draw U.N. Warning Over Sex Bias,https://www.nytimes.com/1996/10/08/world/afghans-draw-un-warning-over-sex-bias.html,1996-10-08
"New Rulers Won't Ease Restrictions, Afghan Says",https://www.nytimes.com/1996/10/09/world/new-rulers-won-t-ease-restrictions-afghan-says.html,1996-10-09
Afghan Force Counts Losses After Ambush Stalls Its Drive,https://www.nytimes.com/1996/10/10/world/afghan-force-counts-losses-after-ambush-stalls-its-drive.html,1996-10-10
NEWS SUMMARY,https://www.nytimes.com/1996/10/10/nyregion/news-summary-740284.html,1996-10-10
2 AFGHAN FACTIONS SIGN PACT TO FIGHT NEW KABUL RULERS,https://www.nytimes.com/1996/10/11/world/2-afghan-factions-sign-pact-to-fight-new-kabul-rulers.html,1996-10-11
The Many Faces of Islamic Law,https://www.nytimes.com/1996/10/13/weekinreview/the-many-faces-of-islamic-law.html,1996-10-13
Afghan Fights Islamic Tide: As a Savior or a Conqueror?,https://www.nytimes.com/1996/10/14/world/afghan-fights-islamic-tide-as-a-savior-or-a-conqueror.html,1996-10-14
Fighters in Afghan Mountains Live for Next Battle,https://www.nytimes.com/1996/10/15/world/fighters-in-afghan-mountains-live-for-next-battle.html,1996-10-15
Afghan Foes Drive Back Islamic Force Near Kabul,https://www.nytimes.com/1996/10/16/world/afghan-foes-drive-back-islamic-force-near-kabul.html,1996-10-16
NEWS SUMMARY,https://www.nytimes.com/1996/10/16/nyregion/news-summary-826316.html,1996-10-16
"Afghans, at U.N., Offer a Cease-Fire Plan",https://www.nytimes.com/1996/10/17/world/afghans-at-un-offer-a-cease-fire-plan.html,1996-10-17
"The Great Buddhas Wait, Knowing Nothing Lasts",https://www.nytimes.com/1996/10/18/world/the-great-buddhas-wait-knowing-nothing-lasts.html,1996-10-18
"Afghan Factions Still Fight It Out, but Talk of Peace Continues",https://www.nytimes.com/1996/10/19/world/afghan-factions-still-fight-it-out-but-talk-of-peace-continues.html,1996-10-19
Afghan Rockets Pound Rebels Holding Airport Near Kabul,https://www.nytimes.com/1996/10/21/world/afghan-rockets-pound-rebels-holding-airport-near-kabul.html,1996-10-21
Kabul's Islamic Rulers Face Rivals' Guns and Growing Popular Discontent,https://www.nytimes.com/1996/10/22/world/kabul-s-islamic-rulers-face-rivals-guns-and-growing-popular-discontent.html,1996-10-22
INSIDE,https://www.nytimes.com/1996/10/22/nyregion/inside-925470.html,1996-10-22
Afghan Hanging Rouses a Debate on U.N.'s Role as Protector,https://www.nytimes.com/1996/10/22/world/afghan-hanging-rouses-a-debate-on-un-s-role-as-protector.html,1996-10-22
Countries Without Borders,https://www.nytimes.com/1996/10/22/opinion/countries-without-borders.html,1996-10-22
State Dept. Becomes Cooler To the New Rulers of Kabul,https://www.nytimes.com/1996/10/23/world/state-dept-becomes-cooler-to-the-new-rulers-of-kabul.html,1996-10-23
Najibullah's Fate,https://www.nytimes.com/1996/10/24/opinion/l-najibullah-s-fate-960667.html,1996-10-24
History Puts a Sharp Focus on Afghans' Plight,https://www.nytimes.com/1996/10/24/opinion/l-history-puts-a-sharp-focus-on-afghans-plight-960640.html,1996-10-24
"An Afghan Village, Destroyed at the Hands of Men Who Vowed Peace",https://www.nytimes.com/1996/10/27/world/an-afghan-village-destroyed-at-the-hands-of-men-who-vowed-peace.html,1996-10-27
NEWS SUMMARY,https://www.nytimes.com/1996/10/27/nyregion/news-summary-007420.html,1996-10-27
"Your Mission, Should You Accept It",https://www.nytimes.com/1996/10/27/opinion/your-mission-should-you-accept-it.html,1996-10-27
NEWS SUMMARY,https://www.nytimes.com/1996/10/28/nyregion/news-summary-020710.html,1996-10-28
Justice and Najibullah,https://www.nytimes.com/1996/10/28/opinion/l-justice-and-najibullah-986100.html,1996-10-28
Pakistan Is Coping With Effects of Afghan War,https://www.nytimes.com/1996/10/29/opinion/l-pakistan-is-coping-with-effects-of-afghan-war-025267.html,1996-10-29
"Stoning of Afghan Adulterers: Some Go to Take Part, Others Just to Watch",https://www.nytimes.com/1996/11/03/world/stoning-of-afghan-adulterers-some-go-to-take-part-others-just-to-watch.html,1996-11-03
NEWS SUMMARY,https://www.nytimes.com/1996/11/03/nyregion/news-summary-120472.html,1996-11-03
Taliban and Pakistan,https://www.nytimes.com/1996/11/04/opinion/l-taliban-and-pakistan-094153.html,1996-11-04
A Reporter's Debut on '60 Minutes',https://www.nytimes.com/1996/11/04/arts/a-reporter-s-debut-on-60-minutes.html,1996-11-04
Refugees Flee War in Western Afghan City,https://www.nytimes.com/1996/11/16/world/refugees-flee-war-in-western-afghan-city.html,1996-11-16
A Surreal Day on Afghans' Eisenhower Highway,https://www.nytimes.com/1996/11/16/world/a-surreal-day-on-afghans-eisenhower-highway.html,1996-11-16
"With Sugared Tea and Caustic Rules, An Afghan Leader Explains Himself",https://www.nytimes.com/1996/11/24/weekinreview/with-sugared-tea-and-caustic-rules-an-afghan-leader-explains-himself.html,1996-11-24
Kabul's Museum: The Past Ruined by the Present,https://www.nytimes.com/1996/11/30/world/kabul-s-museum-the-past-ruined-by-the-present.html,1996-11-30
Fault Lines,https://www.nytimes.com/1996/12/01/books/fault-lines.html,1996-12-01
"Babrak Karmal, Afghanistan's Ex-President, Dies at 67",https://www.nytimes.com/1996/12/06/world/babrak-karmal-afghanistan-s-ex-president-dies-at-67.html,1996-12-06
NEWS SUMMARY,https://www.nytimes.com/1996/12/09/nyregion/news-summary-658669.html,1996-12-09
At an Afghan Execution: It's Swift and Personal,https://www.nytimes.com/1996/12/19/world/at-an-afghan-execution-it-s-swift-and-personal.html,1996-12-19
NEWS SUMMARY,https://www.nytimes.com/1996/12/19/nyregion/news-summary-812790.html,1996-12-19
"War at Its Clumsiest, and Now a Necessary Healer",https://www.nytimes.com/1996/12/26/world/war-at-its-clumsiest-and-now-a-necessary-healer.html,1996-12-26
How Afghans' Stern Rulers Took Hold,https://www.nytimes.com/1996/12/31/world/how-afghans-stern-rulers-took-hold.html,1996-12-31
NEWS SUMMARY,https://www.nytimes.com/1996/12/31/nyregion/news-summary-970719.html,1996-12-31
A Market In Human Remains,https://www.nytimes.com/1997/01/12/magazine/a-market-in-human-remains.html,1997-01-12
It's Not Easy Being Green,https://www.nytimes.com/1997/01/12/books/it-s-not-easy-being-green.html,1997-01-12
"As Foes Splinter, Afghan Islamic Victors Press On",https://www.nytimes.com/1997/02/16/world/as-foes-splinter-afghan-islamic-victors-press-on.html,1997-02-16
Displaced Russian Has a New Faith but No Home,https://www.nytimes.com/1997/02/18/world/displaced-russian-has-a-new-faith-but-no-home.html,1997-02-18
"In Afghanistan, a Dangerous Peace",https://www.nytimes.com/1997/03/01/opinion/in-afghanistan-a-dangerous-peace.html,1997-03-01
2 Newspapers Each Are Winners Of 2 Polk Awards for Journalism,https://www.nytimes.com/1997/03/07/nyregion/2-newspapers-each-are-winners-of-2-polk-awards-for-journalism.html,1997-03-07
NEWS SUMMARY,https://www.nytimes.com/1997/03/10/nyregion/news-summary-019526.html,1997-03-10
U.S. and Afghanistan,https://www.nytimes.com/1997/03/11/opinion/l-us-and-afghanistan-025399.html,1997-03-11
The Pulitzer Prizes,https://www.nytimes.com/1997/04/08/nyregion/the-pulitzer-prizes.html,1997-04-08
20 Pulitzer Prizes Are Announced With a Theme of Personal Impact on Lives,https://www.nytimes.com/1997/04/08/nyregion/20-pulitzer-prizes-are-announced-with-a-theme-of-personal-impact-on-lives.html,1997-04-08
A Reorganized Unicef Wins Points and Rights for Children,https://www.nytimes.com/1997/04/27/world/a-reorganized-unicef-wins-points-and-rights-for-children.html,1997-04-27
The City That Never Shuts Up,https://www.nytimes.com/1997/05/02/nyregion/the-city-that-never-shuts-up.html,1997-05-02
The Chanel Under the Chador,https://www.nytimes.com/1997/05/04/magazine/the-chanel-under-the-chador.html,1997-05-04
The Bag Ban of the Taliban,https://www.nytimes.com/1997/05/11/weekinreview/the-bag-ban-of-the-taliban.html,1997-05-11
NEWS SUMMARY,https://www.nytimes.com/1997/05/21/nyregion/news-summary-218308.html,1997-05-21
"In Afghanistan, a Triumph of Fundamentalism",https://www.nytimes.com/1997/05/26/world/in-afghanistan-a-triumph-of-fundamentalism.html,1997-05-26
NEWS SUMMARY,https://www.nytimes.com/1997/05/26/nyregion/news-summary-300381.html,1997-05-26
Unrest in Afghanistan Is Disrupting Plans for Pipelines,https://www.nytimes.com/1997/06/05/business/unrest-in-afghanistan-is-disrupting-plans-for-pipelines.html,1997-06-05
NEWS SUMMARY,https://www.nytimes.com/1997/06/14/nyregion/news-summary-644765.html,1997-06-14
Spiriting Off Of Fugitive By U.S. Irks Pakistanis,https://www.nytimes.com/1997/06/23/world/spiriting-off-of-fugitive-by-us-irks-pakistanis.html,1997-06-23
Would-Be Afghan Rulers Find Their Islamics Steamroller Halted,https://www.nytimes.com/1997/07/27/world/would-be-afghan-rulers-find-their-islamics-steamroller-halted.html,1997-07-27
NEWS SUMMARY,https://www.nytimes.com/1997/07/27/nyregion/news-summary-335304.html,1997-07-27
News Summary,https://www.nytimes.com/1997/08/01/nyregion/news-summary-415502.html,1997-08-01
"In Cambodia, a Middle-Classless Society",https://www.nytimes.com/1997/08/03/weekinreview/in-cambodia-a-middle-classless-society.html,1997-08-03
Diplomat to Make Trip to Urge Reduction of U.S. Dues to U.N.,https://www.nytimes.com/1997/08/08/world/diplomat-to-make-trip-to-urge-reduction-of-us-dues-to-un.html,1997-08-08
Strongest Rebel in Tajikistan Is Reported Missing After Attack,https://www.nytimes.com/1997/08/22/world/strongest-rebel-in-tajikistan-is-reported-missing-after-attack.html,1997-08-22
"In a Stalemate, Afghan Foes Reload",https://www.nytimes.com/1997/08/24/world/in-a-stalemate-afghan-foes-reload.html,1997-08-24
Sex and the Afghan Woman: Islam's Straitjacket,https://www.nytimes.com/1997/08/29/world/sex-and-the-afghan-woman-islam-s-straitjacket.html,1997-08-29
"Despite Taliban Vow, Afghan Opium Production Is Up, U.N. Says",https://www.nytimes.com/1997/09/11/world/despite-taliban-vow-afghan-opium-production-is-up-un-says.html,1997-09-11
NEWS SUMMARY,https://www.nytimes.com/1997/09/11/nyregion/news-summary-051144.html,1997-09-11
NEWS SUMMARY,https://www.nytimes.com/1997/09/12/nyregion/news-summary-069310.html,1997-09-12
Taliban Forces Seize Afghan Rival's Stronghold on Uzbek Border,https://www.nytimes.com/1997/09/19/world/taliban-forces-seize-afghan-rivals-stronghold-on-uzbek-border.html,1997-09-19
Taliban Forces Seize Afghan Rival's Stronghold on Uzbek Border,https://www.nytimes.com/1997/09/19/world/taliban-forces-seize-afghan-rivals-stronghold-on-uzbek-border.html,1997-09-19
NEWS SUMMARY,https://www.nytimes.com/1997/09/19/nyregion/news-summary-186279.html,1997-09-19
Pipe Dreams; A Perilous New Contest for the Next Oil Prize,https://www.nytimes.com/1997/09/21/weekinreview/pipe-dreams-a-perilous-new-contest-for-the-next-oil-prize.html,1997-09-21
Islamic Rule Weighs Heavily for Afghans,https://www.nytimes.com/1997/09/24/world/islamic-rule-weighs-heavily-for-afghans.html,1997-09-24
INSIDE,https://www.nytimes.com/1997/09/24/nyregion/inside-264822.html,1997-09-24
Afghan Taliban Grew With U.S. Support,https://www.nytimes.com/1997/09/28/opinion/l-afghan-taliban-grew-with-us-support-340731.html,1997-09-28
Afghan Taliban Grew With U.S. Support,https://www.nytimes.com/1997/09/28/opinion/l-afghan-taliban-grew-with-us-support-340723.html,1997-09-28
Uzbeks Offer Plan to End Afghan War,https://www.nytimes.com/1997/10/05/world/uzbeks-offer-plan-to-end-afghan-war.html,1997-10-05
NEWS SUMMARY,https://www.nytimes.com/1997/10/05/nyregion/news-summary-452947.html,1997-10-05
"At the U.N., a New Voice Stresses Balance in Approaching Human Rights",https://www.nytimes.com/1997/10/06/world/at-the-un-a-new-voice-stresses-balance-in-approaching-human-rights.html,1997-10-06
"Flags: New, Used ... Recycled",https://www.nytimes.com/1997/10/12/magazine/sunday-october-12-19971-the-united-nations-flags-new-used-recycled.html,1997-10-12
Uzbekistan's Move,https://www.nytimes.com/1997/10/12/opinion/l-uzbekistan-s-move-557269.html,1997-10-12
Taking In the Sites; Echoes of Mideast Conflict on Line,https://www.nytimes.com/1997/10/13/business/taking-in-the-sites-echoes-of-mideast-conflict-on-line.html,1997-10-13
Palestinians Confront Israel On Representation at U.N.,https://www.nytimes.com/1997/10/24/world/palestinians-confront-israel-on-representation-at-un.html,1997-10-24
Taliban Agree to Enforce World Ban on Opium Trade,https://www.nytimes.com/1997/10/25/world/taliban-agree-to-enforce-world-ban-on-opium-trade.html,1997-10-25
NEWS SUMMARY,https://www.nytimes.com/1997/10/25/nyregion/news-summary-794597.html,1997-10-25
The Taliban's War on Women,https://www.nytimes.com/1997/11/05/opinion/the-taliban-s-war-on-women.html,1997-11-05
NEWS SUMMARY,https://www.nytimes.com/1997/11/05/nyregion/news-summary-973513.html,1997-11-05
Taliban's Misogyny,https://www.nytimes.com/1997/11/08/opinion/l-taliban-s-misogyny-026980.html,1997-11-08
Top U.N. Drug Aide Hopes to Rid Globe of Poppy and Coca Crops,https://www.nytimes.com/1997/11/14/world/top-un-drug-aide-hopes-to-rid-globe-of-poppy-and-coca-crops.html,1997-11-14
Pakistan's Jailing of a Drug Agent Sours U.S. Ties,https://www.nytimes.com/1997/11/17/world/pakistan-s-jailing-of-a-drug-agent-sours-us-ties.html,1997-11-17
"U.N. Investigates Report of Slaying of 2,000 Taliban Fighters",https://www.nytimes.com/1997/11/18/world/un-investigates-report-of-slaying-of-2000-taliban-fighters.html,1997-11-18
NEWS SUMMARY,https://www.nytimes.com/1997/11/18/nyregion/news-summary-184462.html,1997-11-18
"In Afghan Refugee Camp, Albright Hammers Taliban",https://www.nytimes.com/1997/11/19/world/in-afghan-refugee-camp-albright-hammers-taliban.html,1997-11-19
NEWS SUMMARY,https://www.nytimes.com/1997/11/19/nyregion/news-summary-203947.html,1997-11-19
Corrections,https://www.nytimes.com/1997/11/19/nyregion/c-corrections-205265.html,1997-11-19
Taliban Pledge to Rid Afghan Province of Opium Poppies,https://www.nytimes.com/1997/11/25/world/taliban-pledge-to-rid-afghan-province-of-opium-poppies.html,1997-11-25
NEWS SUMMARY,https://www.nytimes.com/1997/11/25/nyregion/news-summary-300764.html,1997-11-25
The World; Joining With the Taliban In a New War on Drugs,https://www.nytimes.com/1997/11/30/weekinreview/the-world-joining-with-the-taliban-in-a-new-war-on-drugs.html,1997-11-30
Foreign Affairs; Dog Bites Man,https://www.nytimes.com/1997/12/01/opinion/foreign-affairs-dog-bites-man.html,1997-12-01
U.S. Backs a Global Plan by U.N. to Fight Drugs,https://www.nytimes.com/1997/12/03/world/us-backs-a-global-plan-by-un-to-fight-drugs.html,1997-12-03
Faith is a Compromise; What Does The Koran Say About Nasreen's Nose Ring?,https://www.nytimes.com/1997/12/07/magazine/faith-is-a-compromise-what-does-the-koran-say-about-nasreen-s-nose-ring.html,1997-12-07
U.S. Turns to Pakistan for Help In Resolving Afghan Civil War,https://www.nytimes.com/1997/12/10/world/us-turns-to-pakistan-for-help-in-resolving-afghan-civil-war.html,1997-12-10
U.S. and Iran Cooperating on Ways to End Afghan War,https://www.nytimes.com/1997/12/15/world/us-and-iran-cooperating-on-ways-to-end-afghan-war.html,1997-12-15
NEWS SUMMARY,https://www.nytimes.com/1997/12/15/nyregion/news-summary-617598.html,1997-12-15
U.N. Tells How Taliban Were Killed By the 100's,https://www.nytimes.com/1997/12/17/world/un-tells-how-taliban-were-killed-by-the-100-s.html,1997-12-17
NEWS SUMMARY,https://www.nytimes.com/1997/12/17/nyregion/news-summary-652792.html,1997-12-17
Uzbek Leader Dampens Signs of Islamic Fervor,https://www.nytimes.com/1998/01/28/world/uzbek-leader-dampens-signs-of-islamic-fervor.html,1998-01-28
Hot Spots,https://www.nytimes.com/1998/02/01/books/hot-spots.html,1998-02-01
Thousands Said to Have Been Killed in Afghan Quake,https://www.nytimes.com/1998/02/07/world/thousands-said-to-have-been-killed-in-afghan-quake.html,1998-02-07
February 1-7; Afghan Quake Kills Thousands,https://www.nytimes.com/1998/02/08/weekinreview/february-1-7-afghan-quake-kills-thousands.html,1998-02-08
"Correspondence/Iran; Explain It Again, Please: Who Says I Can't Wear a Hat?",https://www.nytimes.com/1998/02/08/weekinreview/correspondence-iran-explain-it-again-please-who-says-i-can-t-wear-a-hat.html,1998-02-08
"Afghans Meet With U.N. Official Who Is, er, a Woman",https://www.nytimes.com/1998/04/02/world/afghans-meet-with-un-official-who-is-er-a-woman.html,1998-04-02
NEWS SUMMARY,https://www.nytimes.com/1998/04/02/nyregion/news-summary-308307.html,1998-04-02
Afghan Women Demanding End To Their Repression by Militants,https://www.nytimes.com/1998/04/06/world/afghan-women-demanding-end-to-their-repression-by-militants.html,1998-04-06
U.N. Delegate Will Visit Afghanistan To Push Talks,https://www.nytimes.com/1998/04/10/world/un-delegate-will-visit-afghanistan-to-push-talks.html,1998-04-10
NEWS SUMMARY,https://www.nytimes.com/1998/04/10/nyregion/news-summary-436496.html,1998-04-10
Mission to Afghanistan,https://www.nytimes.com/1998/04/13/opinion/mission-to-afghanistan.html,1998-04-13
"Afghanistan Rulers Boycott U.N. Meeting on Aid, Canceling Talks",https://www.nytimes.com/1998/04/21/world/afghanistan-rulers-boycott-un-meeting-on-aid-canceling-talks.html,1998-04-21
NEWS SUMMARY,https://www.nytimes.com/1998/04/21/nyregion/news-summary-589179.html,1998-04-21
"Oilfields in Mind, White House Woos Turkmenistan's Chief",https://www.nytimes.com/1998/04/24/world/oilfields-in-mind-white-house-woos-turkmenistan-s-chief.html,1998-04-24
Where an Ancient Hero's Memory Lives On,https://www.nytimes.com/1998/05/03/arts/television-where-an-ancient-hero-s-memory-lives-on.html,1998-05-03
Traveling Many Miles to Ask What Made Alexander Great,https://www.nytimes.com/1998/05/04/arts/television-review-traveling-many-miles-to-ask-what-made-alexander-great.html,1998-05-04
NEWS SUMMARY,https://www.nytimes.com/1998/05/04/nyregion/news-summary-789135.html,1998-05-04
Third World Fills a Void As Villagers Run Schools,https://www.nytimes.com/1998/05/10/world/third-world-fills-a-void-as-villagers-run-schools.html,1998-05-10
"If a Firearm Is a Jewel, Peshawar Is Gem Row",https://www.nytimes.com/1998/06/07/world/if-a-firearm-is-a-jewel-peshawar-is-gem-row.html,1998-06-07
Cheerleaders Against Drugs,https://www.nytimes.com/1998/06/09/opinion/cheerleaders-against-drugs.html,1998-06-09
Taliban Lets Food Reach Region On Front Lines With Shiite Foes,https://www.nytimes.com/1998/06/12/world/taliban-lets-food-reach-region-on-front-lines-with-shiite-foes.html,1998-06-12
THE WORLD: Violation; An Old Scourge of War Becomes Its Latest Crime,https://www.nytimes.com/1998/06/14/weekinreview/the-world-violation-an-old-scourge-of-war-becomes-its-latest-crime.html,1998-06-14
Afghan Rulers Planning to Smash TV Sets,https://www.nytimes.com/1998/07/10/world/afghan-rulers-planning-to-smash-tv-sets.html,1998-07-10
NEWS SUMMARY,https://www.nytimes.com/1998/07/10/nyregion/news-summary-809969.html,1998-07-10
Bad Bargain in Afghanistan,https://www.nytimes.com/1998/07/13/opinion/bad-bargain-in-afghanistan.html,1998-07-13
U.N.'s Impatience Grows Over Afghan Restrictions on Aid Workers,https://www.nytimes.com/1998/07/15/world/un-s-impatience-grows-over-afghan-restrictions-on-aid-workers.html,1998-07-15
NEWS SUMMARY,https://www.nytimes.com/1998/07/15/nyregion/news-summary-887048.html,1998-07-15
"Opium Surge Threatens U.N. Aid to Afghans, Official Warns",https://www.nytimes.com/1998/07/17/world/opium-surge-threatens-un-aid-to-afghans-official-warns.html,1998-07-17
NEWS SUMMARY,https://www.nytimes.com/1998/07/17/nyregion/news-summary-931381.html,1998-07-17
NEWS SUMMARY,https://www.nytimes.com/1998/07/20/nyregion/news-summary-970492.html,1998-07-20
NEWS SUMMARY,https://www.nytimes.com/1998/07/21/nyregion/news-summary-984272.html,1998-07-21
"Russians Are Back in Afghanistan, Aiding Rebels",https://www.nytimes.com/1998/07/27/world/russians-are-back-in-afghanistan-aiding-rebels.html,1998-07-27
"July 26-August 1; Russia in Afghanistan, Again",https://www.nytimes.com/1998/08/02/weekinreview/july-26-august-1-russia-in-afghanistan-again.html,1998-08-02
Rescuers and Investigators Sent by U.S. Begin to Arrive,https://www.nytimes.com/1998/08/09/world/bombings-east-africa-washington-rescuers-investigators-sent-us-begin-arrive.html,1998-08-09
